artist_id,name,genres
3wOQaMNQU0rbzWyGXIudmE,Wabie,bedroom pop
6jEiUoyyJNPHzSR0Nib6HX,Walk Off the Earth,canadian rock/pop rock
2CuzDPkRD6BJBvdWqCrt2I,Musical Youth,uk reggae
1NRzxuPpdGushT8YmF5NAa,Edison Lighthouse,bubblegum pop
23xqmJEN3oVxwzqtNIyR5m,AnnenMayKantereit,cologne indie/german singer-songwriter
5wD0owYApRtYmjPWavWKvb,Giant Rooks,
0iui2Be5CP8EWxvHYsVspL,Breakbot,alternative dance/filter house/nu disco
3nqQeOUvDPTu4vtYtPfBjX,Irfane,
6sHCvZe1PHrOAuYlwTLNH4,Gus Dapperton,bedroom pop/indie pop/indie poptimism
2CtJ90yJjxn0nL4a2lH0SA,Jayson Lyric,dfw rap/high vibe
7s4lEl1dbB4TuDBoxIh9nC,Nevaeh,
2ICR2m4hOBPhaYiZB3rnLW,Sonder,r&b
1CoZyIx7UvdxT5c8UkMzHd,Jorja Smith,pop/r&b/uk contemporary r&b
0hDjKSKjl1DC7ovYTDJHe8,Bruno Major,pop
35R1B97CfrqKFFI3QBkTDx,RealestK,
1W7FNibLa0O0b572tB2w7t,Pink Sweat$,bedroom soul/chill r&b/pop
65dGLGjkw3UbddUg2GKQoZ,BADBADNOTGOOD,alternative hip hop/canadian modern jazz/escape room/indie soul
0fTav4sBLmYOAzKuJw0grL,Mac Ayres,chill r&b/pop
2jomvyAKdqYYimeLl3XcdZ,Inayah,pop r&b/post-teen pop/r&b/trap queen
294lNTPZfdqyzt8qnxmFiL,Mereba,alternative r&b/chill r&b/escape room/high vibe/indie r&b/indie soul/r&b
1A9o3Ljt67pFZ89YtPPL5X,Snoh Aalegra,alternative r&b/neo soul/r&b/scandinavian r&b/swedish soul
3tQx1LPXbsYjE9VwN1Peaa,Marc E. Bassy,pop/pop rap/r&b
23sYU61n9f1CzYi8NJhAXS,Towkio,chicago rap
16rCzZOMQX7P8Kmn5YKexI,Mahalia,alternative r&b/indie anthem-folk/indie r&b/pop/r&b/uk contemporary r&b
2NWuUOptHRTogSZghYspAE,Jack Dine,
756t7CBmWLNYsshVtS6P44,Tone Stith,alternative r&b/chill r&b/indie r&b/pop r&b/r&b/trap soul
4ClziihVpBeFXNyDH83Lde,UMI,alternative r&b/bedroom soul/chill r&b/indie r&b/pop/r&b
5BhFZpE8kUGZJiKOsYjLQM,Yeek,hyperpop/indie r&b
4HzKw8XcD0piJmDrrPRCYk,Majid Jordan,canadian contemporary r&b/pop/r&b/trap soul
7e1ICztHM2Sc4JNLxeMXYl,dvsn,canadian contemporary r&b/pop/pop r&b/r&b/trap soul/urban contemporary
2saNOYtb2v8aXMmezcwAiI,Zeina,canadian contemporary r&b/indie r&b
4mErKO4g29SXtBwj4S80aB,rum.gold,alternative r&b/chill r&b/indie r&b
4UodukR17NIQfNu5uaqm9B,Jamila Woods,afrofuturism/alternative r&b/escape room/indie soul
0iiDqBBNToKJG4YoyESrBf,Always Never,canadian contemporary r&b/trap soul
5j1BNsC9xeWGfBVCzzg6fc,Omen,chicago rap
6hfwwpXqZPRC9CsKI7qtv1,Alina Baraz,electropop/etherpop/pop/r&b
6UtYvUtXnmg5EtllDFlWp8,CHIKA,alabama rap/alternative r&b
5XJa2DE4NkXH5m4aHzM0i9,Rory,
5Bo5WRNdz8ZOSVA6nJs5M9,RAAHiiM,indie r&b/trap soul
3dLvESWiG5LWozJmdvk6D0,Shantel May,
4ULO7IGI3M2bo0Ap7B9h8a,Teyana Taylor,alternative r&b/dance pop/hip pop/neo soul/pop/pop r&b/r&b/rap/urban contemporary
4snOTeLIxOa9anlWC3k5cC,Iman.,
6Ca21SJ709vzZufDLMQakl,Masati,
1D4bP2qFi4EcC4ZdBgH5F8,Jex Nwalor,
6tUJpYN2aYiXbzAcg0pIOo,Sinéad Harnett,alternative r&b/chill r&b/gauze pop/indie r&b/r&b/uk contemporary r&b
7CeUn1UNtIFSZIIBNXV8jk,Liza,canadian contemporary r&b/chill r&b/indie r&b/latin metal
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,emo/modern rock
0e86yPdC41PGRkLp2Q1Bph,Mother Mother,indie pop/vancouver indie
0pCNk4D3E2xtszsm6hMsWr,K.Flay,electropop/escape room/hip pop/modern rock/pop
5RCWMaArEntbkeWYVxCiFW,Everybody Loves an Outlaw,modern blues rock
70TsVY28EcEUYSGG5Yw7mp,Sam Tinnesz,alt z/modern rock/rebel blues
3p2tOUHPzDOVOW1hzSrgw8,Yacht Money,
63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,alt z/electropop/pop
3u6lPufHw4Oww6D88rv6sB,Penelope Scott,alt z/indie pop/modern indie pop/viral rap
6rniTPs9zN26kYnkPdFl1U,Sir Chloe,indie pop/modern rock/pop
7yntSJ6uojO3z6GFUVwhAW,CORPSE,viral rap
2y246nnP9pQT0E6v3ZMMOO,Night Lovell,aesthetic rap/canadian hip hop/canadian trap/dark trap/ottawa rap/underground hip hop
44TGR1CzjKBxSHsSEy7bi9,Woodkid,chamber pop
4gOc8TsQed9eqnqJct2c5v,K/DA,k-pop girl group
34jw2BbxjoYalTp8cJFCPv,Heart,album rock/classic rock/hard rock/heartland rock/mellow gold/new wave pop/rock/soft rock
3ICflSq6ZgYAIrm2CTkfVP,The Animals,album rock/blues rock/british invasion/classic rock/folk rock/protopunk/psychedelic rock/rock
7gXb99Sf9nNmpNYeAgIQFG,Sub Urban,modern indie pop/viral rap
1eMmoIprPDWeFdB1FxU6ZV,Au/Ra,alt z/deep pop edm/electropop/indie poptimism/pop
0Raaw7kr1Vzat4ZvHzjsJR,I DONT KNOW HOW BUT THEY FOUND ME,alt z/indie pop/modern rock/rock
7lqaPghwYv2mE9baz5XQmL,Tally Hall,ann arbor indie/indie pop
142YBUGmLWCJigFLzgguf8,Gang of Youths,australian indie/modern rock
3PyJHH2wyfQK3WZrk9rpmP,Ashnikko,dance pop/electropop/escape room/pop
64EHXDoln95lnccszdPum0,Royal & the Serpent,alt z/electropop/indie electropop/modern alternative pop/social media pop/viral rap
4BLdbgVNetzII3ggCMsNtq,Madds Buckley,gen z singer-songwriter/indie pop
5tFRohaO5yEsuJxmMnlCO9,Barns Courtney,modern alternative rock/modern rock/rock
6U1dV7aL68N7Gb0Naq34V5,REI AMI,alt z/escape room/modern indie pop/viral rap
1o2NpYGqHiCq7FoiYdyd1x,Bea Miller,alt z/dance pop/electropop/indie poptimism/pop/post-teen pop/talent show
5eTq3PxbOh5vgeRXKNqPyV,The Runaways,early us punk/protopunk
1KNXft7nnRQj82sENi7WGN,Sohodolls,electronic rock/new rave
6DoH7ywD5BcQvjloe9OcIj,Ray LaMontagne,acoustic pop/indie folk/neo mellow/stomp and holler
3oVcF3VdpMuvMvLLyHPT4t,Sierra Ferrell,indie folk
08Uextujt6ZT2iQmSYAJfH,AHI,canadian folk/indie folk/new americana/stomp and holler
5Bcrb5qQMVTEbJ43fdIS4A,Mipso,deep new americana/new americana/north carolina roots/progressive bluegrass/stomp and holler
7fxtWEwKKrFaykKItspdYg,The Milk Carton Kids,indie folk/new americana/stomp and flutter/stomp and holler
3qnGvpP8Yth1AqSBMqON5x,Leon Bridges,modern blues
35VpsbV6V2NdfTeNZEbKfc,Jill Andrews,folk-pop/new americana
7x5rK9BClDQ8wmCkYAGsQp,Paolo Nutini,british soul/neo mellow/scottish singer-songwriter
3Lg3FGwBxOGuefqekQzRUf,Jason Isbell and the 400 Unit,alternative country/deep new americana/folk/new americana/roots rock/stomp and holler
5jbk18C7YXRcEZxUWPJCyT,Ocie Elliott,indie folk/stomp and holler/victoria bc indie
5G49Sq5mMzAkGL4ZP6eVPY,The Staves,indie folk/indie pop/new americana/stomp and holler/uk americana
4SOtk3HtPYKqxnVuxNBMti,Donovan Woods,acoustic pop/canadian singer-songwriter/indie folk/indiecoustica/neo mellow/new americana/stomp and holler
4TCXgdDPm10ensLNCVnIYa,Joy Williams,acoustic pop/christian indie/indie folk/indiecoustica/nashville americana/nashville singer-songwriter/new americana
79hrYiudVcFyyxyJW0ipTy,The Paper Kites,australian indie folk/indie folk/stomp and holler
2uvY5pgdD9t1CZ5zMNw1rl,Lucy Rose,ambient folk/british singer-songwriter/indie folk
5sXaGoRLSpd7VeyZrLkKwt,Gregory Alan Isakov,indie folk/pop folk/stomp and flutter/stomp and holler
4qU7IJSReZnsLy5907Mtau,Richy Mitch & The Coal Miners,deep new americana/indie folk/stomp and holler
1Kssd2mp7BMKGZUUKncUt6,Shannon Lay,indie folk/pop folk
41FEVJCBGidsJwbjq0KfgM,William Fitzsimmons,acoustic pop/indie folk/neo mellow/new americana
6YWdHD3R863Apw1hkx3BwC,Dan Auerbach,garage rock/indie folk/modern blues rock/modern rock/punk blues/rock/roots rock/stomp and holler
4QZdOCb3UacKbQ1ybDFAKM,Valerie June,black americana/folk/indie folk/memphis americana/new americana/stomp and holler
5zuqnTZOeJzI0N0yQ7XA7I,Ruston Kelly,new americana
4eR9k3I0YKCQUvvP2ojptw,Joan Shelley,deep new americana/folk/indie folk/new americana/singer-songwriter
2XdtmipGVPmA62ptDgX8QC,Henry Jamison,indie folk/new americana/pop folk/stomp and holler/vermont indie
0Qi9Fcmn1DJAoG8Agf5ibb,Bonny Light Horseman,alternative country/deep new americana/folk/indie folk/indie rock/new americana/roots rock/stomp and holler
7K5Lm5dxoEwEpOS0Fc3l3s,Anaïs Mitchell,indie folk
4LBdlNpHBD8dHPcVCrjSB6,Eric D. Johnson,
3kKgcBXTgyAZhXPV3AaSZc,Josh Kaufman,
179MtpbgyNgeNnwNVqnn4p,Avi Kaplan,
2TEpPi5SFalflhpcQHq3lB,Ian Noe,indie folk/kentucky indie/kentucky roots/new americana/roots americana
1f3ubTd6eyxuy30ddDJQQa,Aoife O'Donovan,boston folk/folk/indie folk/new americana/progressive bluegrass/stomp and holler
0wyMPXGfOuQzNR54ujR9Ix,Caamp,indie folk/stomp and holler
2EXpthNgSeTDeX8nGwxppp,Paris Paloma,
3oyKiCGdvt3HRj3pCOLCfM,Emily Scott Robinson,new americana/southern americana
5jN2q5MCOQJaBAYIF7Os4J,Meadows,orebro indie/swedish indie folk/swedish singer-songwriter
4NQg2mwGxphbDjrkc1Rb6l,Lorkin O'Reilly,scottish americana
675tsBPpaZtqyiBwEf3ZEP,Watchhouse,new americana/north carolina roots/progressive bluegrass/stomp and holler
4dcU7cmzO3GECQGSKwl92z,Dead Horses,deep new americana/milwaukee indie/new americana
7bsyET4aRFBJ9dOtGeHCX5,The Brother Brothers,deep new americana/indie folk/new americana
3vsVCHUe68gqUMIZwaVUIK,Aisha Badru,high vibe/indie folk/new americana/nyc pop
2sG4zTOLvjKG1PSoOyf5Ej,Brandi Carlile,acoustic pop/folk/indie pop/lilith/modern folk rock/new americana
2wtnLqsyJndM1rASXsxltV,Caiola,
61oqMHI8QuFrE5Qt91uJAj,Bre Kennedy,indie folk/nashville singer-songwriter/new americana
1ifC4znYCvmMSJ0rght5JS,Haux,indie folk/vapor soul
3DjvcvDRZn3IbA68kD5Gvi,Ken Yates,canadian folk/deep new americana
1c5w8KrxGwq44fxM5lGB4s,Katie Pruitt,nashville americana/new americana
3Aut8hgiqZSy2qmJluZMU9,Rosie Carney,indie folk/irish singer-songwriter/new americana
0z7Yuv7DuDQ5SaVn4VSlLt,Lisa Hannigan,indie folk/irish singer-songwriter
0RLSq3hJOLcEezH3rTpnsB,Humbird,midwest americana
244AFgFclA9c1IcjWOAqoV,Joshua Burnside,indie folk/irish singer-songwriter/new americana
52HjDHLlkCYt5Pemr9wefL,Anna Mieke,irish pop
3DkhgIw7lIyxekurpXNTrm,Darlingside,boston folk/folk-pop/indie folk/new americana/new england americana/stomp and holler
2VMxEtyyo7Jg3jmVDQPHwx,Craig Cardiff,canadian indie/canadian singer-songwriter/deep new americana/indie folk/new americana
4pSblOY5JbkH00p2q8VQYL,1969 Collective,indie quebecois
3ceQN2NVlLg1hgTzljDE4n,Half Moon Run,canadian indie/indie folk/indie quebecois/quebec indie/stomp and holler
59sBwR0jPSTrbMtuTkRPN5,Wild Rivers,folk-pop/indie folk/indiecoustica/neo mellow/stomp and holler
5e5Zm5z8OPycf55hgDxKIc,Tré Burt,black americana/western americana
5QdyldG4Fl4TPiOIeMNpBZ,Big Thief,art pop/brooklyn indie/indie pop/indie rock/small room
6ps9u0MZquDDBReh8XuBeY,Andrea von Kampen,deep new americana/indie folk/indiecoustica/new americana/pop folk/stomp and holler
6vUNwmljZAcn7tNtUoxG45,Old Sea Brigade,indie anthem-folk/indie folk/new americana/pop folk/stomp and holler
3Lw97gGh8bp1MftsYmwJHG,Luke Sital-Singh,british singer-songwriter/indie folk
0CdbG1eHVjqjkQsGoH2u1V,Peter Bradley Adams,acoustic pop/indie folk/indiecoustica/neo mellow/new americana/stomp and holler
2m1l9MLSslzup4vvokKgvQ,Villagers,chamber pop/indie folk/indie rock/stomp and holler
3jzXlBF2157k4exx7idecs,Leif Vollebekk,canadian americana/indie folk/new americana/quebec indie/stomp and holler
5MPWTD6J1H9XqYEOb4QkdH,John Moreland,alternative country/deep new americana/new americana/ok indie/roots americana/tulsa indie
01GKiTphQwz4guZQntMha8,Sunny War,black americana/folk punk
196lKsA13K3keVXMDFK66q,The Avett Brothers,indie folk/new americana/north carolina indie/north carolina roots/progressive bluegrass/stomp and holler
4De2r7QdHl1eZwnEnQ1IzE,Caroline Spence,deep new americana/indie folk/nashville singer-songwriter/new americana/stomp and holler
6OkqAt7MtIDPOadHr1gEkz,Matt Hartke,indie folk/indiecoustica/pop folk
3Dd1WVQvZUgyi9XEqOIPhA,Austin Basham,indie folk/new americana/stomp and holler
56GNqAFg9wJNTwcHsJhyS2,John Smith,british singer-songwriter/indie folk/liverpool indie/new americana
6nFBonVf7Lqaj05R0v5VGJ,Sarah Jarosz,folk/indie folk/lilith/new americana/progressive bluegrass
7iPH2BRBF9wKa6ljxvdext,Fenne Lily,bristol indie/british singer-songwriter/indie folk/indie pop
7h4j9YTJJuAHzLCc3KCvYu,Kina Grannis,acoustic pop/neo mellow/viral pop
5Ld19xtpAR80G2boTcHaVx,Harrison Storm,indie anthem-folk/indie folk
1GmsPCcpKgF9OhlNXjOsbS,Lizzy McAlpine,boston folk/indie pop/pop
4CHiVarfTsFhkFOk5vHS77,Marc Scibilia,acoustic pop/indie folk/indiecoustica/neo mellow/stomp and holler
4C50EbCS11M0VbGyH3OfLt,Bahamas,canadian indie/indie folk/indie pop/new americana/stomp and holler
3DIk8KcmVKTr4uGw3AuCtJ,Rose Cousins,canadian folk/canadian singer-songwriter/deep new americana/folk/indie folk/lilith/new americana/pei indie
5tIXFM4sGNRR4Oo3hLbFdf,Mick Flannery,cork indie/irish rock/irish singer-songwriter
0h1Z0DxOlzZSito4JDuzWU,ALIAS Chamber Ensemble,
0ISl2YbBIgqW4IWbSJMn5g,Holly Throsby,australian children's music/australian singer-songwriter
1xLMexpeeTKQ20SwGMaGSK,Wild Child,austin americana/austindie/deep new americana/folk-pop/indie folk/indie pop/new americana/stomp and holler
5u96pPXm3JmksPRgYDiVps,Down Like Silver,new americana
7kZBQcHbD4IKKEJIMnrRWC,The Ballroom Thieves,boston folk/deep new americana/folk-pop/indie folk/indiecoustica/new americana/new england americana/stomp and holler
10duXbKJkvdGK5RgktEnxV,Julie Byrne,ambient folk/indie folk
0XHM5ZNJDU8e4CfbWMeSzC,Roo Panes,british singer-songwriter/indie folk/indiecoustica/new americana/stomp and holler
7FfxvcUIbQ1VxrApeoq8ql,Eddie Berman,indie folk/new americana
7KRnRH8bRvoX4ebQwHw2EI,Quiet Arrows,pop folk
1yDI9pWnlrJmi9kZn3gkCb,John Paul White,alabama indie
40iG1d2wC4KdBLb8wXNq33,Jake Xerxes Fussell,alternative americana/alternative country/deep new americana/folk/modern old-time/new americana/north carolina roots/pastoral/stomp and holler
6HyT9nfsNKEtu76UKQBD5g,Abigail Lapell,canadian folk/canadian singer-songwriter/deep new americana/indie folk/new americana
5e1SaJPn6U7YpOrNTkW1jH,Lydia Luce,indie folk/new americana
239Y6QdFqVFfdsw6moqSEN,Allman Brown,acoustic pop/british singer-songwriter/indie anthem-folk/indie folk
6T4OrfxxOTkAUKAe2gg9fZ,Sumbuck,deep new americana/indie folk/ohio indie/stomp and holler
4iyGL0YdGnDUVbmuca9e2G,Savannah Conley,pop folk
2gduEC76ry33RVurAvT05p,Nathan Dawe,dance pop/house/pop dance/post-teen pop/tropical house/uk dance
2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,boy band/dance pop/pop/post-teen pop
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,israeli pop
1ilcpQQeF5mmvfO682aDgJ,House Gospel Choir,cedm
5udgXJYWwK7cchnPSKqEkK,Campbell,
5pXe6yFchq1oyYK3rq2A8i,KIDDO,scandipop
1H1sDUWSlytzifZTDpKgUA,Belters Only,house/pop dance/tropical house/uk dance
7zAAwgV5Wqmvpb4GzvlRkP,Jazzy,
7z2avKuuiMAT4XZJFv8Rvh,Tom Walker,indie anthem-folk/pop/uk pop
4EzkuveR9pLvDVFNx6foYD,James Bay,neo mellow/pop
4bazJLWIv8CuqmgxJRiGqo,Just Kiddin,deep groove house/edm/house/pop dance/pop edm/tropical house/uk dance
5wwneIFdawNgQ7GvKK29Z3,Lucas & Steve,dance pop/deep house/edm/electro house/house/pop dance/pop edm/progressive electro house/progressive house/tropical house
3XINWZaloea97SIRiyTJxX,DubVision,big room/edm/electro house/pop dance/pop edm/progressive electro house/progressive house/tropical house
4SqTiwOEdYrNayaGMkc7ia,LÉON,metropopolis/pop
5mYakBbBzPMQTfkVMIgiDM,Georgia Ku,uk pop
2WBJQGf1bT1kxuoqziH5g4,Purple Disco Machine,deep house/house/tropical house
1yqxFtPHKcGcv6SXZNdyT9,MK,dance pop/edm/house/pop dance/tropical house
5eKqhPrKad0J9xGAtq3rW7,BURNS,house/la pop
3Wx6i3YgqSGlvxVTS4UsMV,MALARKEY,
0lHsjYcb3lGjkJQQqC6HVt,Sebastien Drums,progressive electro house
3h11MHQeCrcsUgRRijI1zL,Mark Knight,deep groove house/deep house/disco house/edm/electro house/funky tech house/house/progressive house/tech house/uk house/vocal house
1rSGNXhhYuWoq9BEz5DZGO,ARTY,big room/dance pop/edm/electro house/pop/pop dance/pop edm/progressive house/russian edm/tropical house
6wUAn24MOirNVNqQM47fda,Josh Golden,la pop/sad rap
0Cs47vvRsPgEfliBU9KDiB,D.O.D,dance pop/edm/electro house/house/pop dance/tropical house/uk dance
3rJPS8fYBokXpYw1mS9wr0,Raphaella,uk alternative pop
4d2NUjh9ZrzG1ZZdhpSDKH,Ewan McVicar,house/scottish techno
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,belgian dance/belgian edm/big room/dance pop/edm/electro house/pop dance/progressive electro house/tropical house
13NpuESz6tlK819yBs0PuS,Azteck,
1WcwbtAnG5HWNbPPK84ued,Hayley May,
1LOB7jTeEV14pHai6EXSzF,Cash Cash,dance pop/edm/electro house/electropop/electropowerpop/pop/pop dance/pop edm/tropical house
7kNqXtgeIwFtelmRjWv205,John Summit,edm/electro house/house/pop dance
2T86EVnDCP64EaVKRXIcRx,Guz,
5qMHOzLlXeOEjOncWYtRfZ,Stevie Appleton,
75nC6MXUalYZSOd7OfNkwq,Tensnake,deep house/disco house/edm/german house/hamburg electronic/house/nu disco/pop dance/tropical house/vocal house
4jPA6KrvGWwAnWwCAo3gk8,Cara Melín,
44Ewva5aHOX00EwaX2D2mh,Two Friends,edm/pop dance/tropical house
7FgfVur1vT0yQyKIi0feNB,FITZ,
6HQ6vf4AloXyVNdyJhrX1J,GAMPER & DADONI,deep house/deep tropical house/edm/german dance/pop dance/pop edm/tropical house
6mzs66iVW15C5iLt0JLt41,ILIRA,albanian pop
5yhR0OqJhkbQ2y76XUte3R,Kyle Reynolds,
6i1GVNJCyyssRwXmnaeEFH,Syn Cole,dance pop/deep house/deep tropical house/edm/electro house/house/pop/pop dance/pop edm/progressive electro house/tropical house
1kiq2kUV0cbLUhJsr7cpW0,Alida,norwegian pop
7y5xCKz1V2iSh1YsOLyOPH,Parachute Youth,shimmer pop
2mLA48B366zkELXYx7hcDN,Peggy Gou,electra/float house
4c4aEmXU6Hx95REbIZ3S82,Rozzi,pop soul
62T4eJZxaNKzBzm8qbNnBy,MIYA MIYA,uk pop
1VBflYyxBhnDc9uVib98rw,Icona Pop,candy pop/dance pop/edm/electropop/metropopolis/pop/pop dance/swedish electropop/swedish synthpop
1cK2Abwkni7m51wJCSGllN,Ultra Naté,disco house/diva house/garage house/vocal house
5PdkRVDASsw6P7QoqRpz0F,Salvatore Ganacci,basshall/moombahton
6hyMWrxGBsOx6sWcVj1DqP,Sebastian Ingrosso,edm/electro house/pop dance/progressive electro house/progressive house
4FqPRilb0Ja0TKG3RS3y4s,Steve Angello,edm/electro house/pop dance/progressive electro house/progressive house
7s2LRZMqnuMufCcNvu8eZJ,Buy Now,
2kLa7JZu4Ijdz1Gle2khZh,TSHA,electronica/uk house
0Fb9qTWnjsB90xH3zWr4oa,Kareen Lomax,
2eDmtsJH4pQksx4CNhlSQ6,Welshy,deep groove house/irish electronic/tropical house/uk dance
2JyWXPbkqI5ZJa3gwqVa0c,Craig David,british soul/dance pop/r&b/urban contemporary
5qQTwkRWNaZngwkU1CPmYJ,Syzz,
2tpbLTmBZZcGvcCHX6uw1U,Bosq,
1nvtmWdce9bvVkKAZ5g46m,Kaleta,
7LiVklVR1325BIOqD9kykr,CLMD,norwegian pop/pop dance
49CE2ffZ6Z3zeYSDauSKck,Tungevaag,big room/dance pop/edm/electro house/nordic house/pop dance/pop edm/tropical house
0XqFDQJjqW5PfhfBCb53LR,Sick Individuals,big room/dutch house/edm/electro house/pop dance/pop edm/progressive electro house/progressive house/tropical house
1hII0FUxBvpT7bnuS7TQ6q,Philip Strand,deep pop edm
1l2ekx5skC4gJH8djERwh1,Don Diablo,dance pop/edm/electro house/future house/house/pop dance/progressive electro house/progressive house/tropical house
3MdG05syQeRYPPcClLaUGl,Diana Ross,adult standards/dance pop/disco/motown/quiet storm/soul
1vo8zHmO1KzkuU9Xxh6J7W,MOTi,dance pop/edm/electro house/house/pop dance/pop edm/progressive house/tropical house
4YXycRbyyAE0wozTk7QMEq,Matoma,dance pop/edm/electro house/electropop/norwegian pop/pop/pop dance/pop edm/tropical house
2lJ6K4PTrrweXhRiqh1CZE,SUPER-Hi,
5YMqwPmb7ViNXM63g1MUH5,BullySongs,
2wajUFt1bQDrz8A73tQrkN,Dope Earth Alien,
3VRyybsQu0MDG0F2LBxnv7,Noizu,bass house/deep groove house/edm/electro house/house/pop dance/tropical house/uk dance
2ew9JvyyuOGkhahuwdovDq,Secondcity,deep groove house/disco house/house/pop dance/uk dance/uk house
6y1eDna5tYFgcvKyGhLCy7,MARF,pop dance/tropical house
134sCDSe1w2zPnfCG4hT0f,Wulf,dutch pop/dutch rock
30FDJPN3RtwJZ20g5YGCRX,Yung Bae,future funk
5fahUm8t5c0GIdeTq0ZaG8,Otto Knows,dance pop/edm/electro house/pop dance/progressive electro house/tropical house
7J7YzKnvAyEmHCg7LGWW0G,Alex Aris,
28uJnu5EsrGml2tBd7y8ts,Vintage Culture,brazilian edm
3DAlQBPv5zWasPxV5Tr8ok,Zerky,
00dwwnz3V4kRfu3UFYpJLz,Cherub,
4ukUyiEoZi8QxibfjuUsEw,Shaun Farrugia,
4eWvHAcWh3Hq6DYJ9K3mD4,Laura White,talent show
72HNCRVjK93J4ZnCY8rb1q,D.T.E,
2wX6xSig4Rig5kZU6ePlWe,KSHMR,big room/edm/electro house/indian edm/pop dance/slap house/tropical house
5ChF3i92IPZHduM7jN3dpg,Nicky Romero,big room/dance pop/dutch edm/edm/electro house/house/pop dance/pop edm/progressive electro house/progressive house/tropical house
3VwKSHAfgzV1DOHV0aANCI,TOKiMONSTA,chillwave/electra/future bass/vapor twitch/wonky
034u8Qcs47NHkRQXaWkLXW,morgxn,indie poptimism/la pop
3MyFDtqB80WZvbtCZRsekM,Bakermat,minimal tech house/tropical house
20biSVcaiwFyvcseOzYKo8,Elise LeGrow,
0q8J3Yj810t5cpAYEJ7gxt,Duck Sauce,disco house/electro house/filter house/vocal house
3TaUSUXn41GixL7zbvrIDt,A-Trak,canadian electronic/electro house/electronic trap/turntablism
6YCM9JwkqdEFQSzztmh4Kb,Navos,dance pop/deep groove house/edm/house/pop dance/tropical house/uk dance
266PvBAoJzPdxt3dgkEsBW,YOU,
3ky8xBRraNNzxzXEw6Ga0c,Anabel Englund,
39B7ChWwrWDs7zXlsu3MoP,Sonny Fodera,deep groove house/edm/house/pop dance/tropical house/uk dance
21ey6s5hEcTcVKDrF5MWby,KOLIDESCOPES,vapor soul
1h2q9GGssdAOHl86JUZgVc,Duvall,
4sW5R5XKTge9Vwv44p9p18,Sam Gray,uk dance
3qPVBAEhS0Rc09oB4O065V,normal the kid,
4b1cEwAKl1Wdg6x8kkraJa,jagger finn,bedroom pop
4lhUHpVOXmkEBGGHV71QCh,Chance Peña,indie folk
6sFHvCyqklnJpXC9Nh1aag,Alexander 23,alt z/pop
6U53xCCVXmyimAgsBjCS8P,Jess Benko,gen z singer-songwriter
0inkJpjAKDnQOv2VHBCU0Z,SadBoyProlific,sad lo-fi/sad rap
2G8UkPZnQ8i78L8TfqP1X6,Christian Leave,indie pop/modern rock
5wFXmYsg3KFJ8BDsQudJ4f,Manchester Orchestra,indie rock
5uLkZ7FWMTBUg1corQqdkR,Lund,emo rap/lo-fi chill/pop rap/sad lo-fi/sad rap
59KX7XUUgAOOo5IyDjca0T,Verzache,lo-fi chill
5yaF4LUw7ON1RmE4O8Q03C,itssvd,lo-fi chill/sad lo-fi/sad rap
2jjSx5EpZwv9iBAgFkGWPh,CORBAL,lo-fi chill/sad lo-fi
1wxPItEzr7U7rGSMPqZ25r,Shiloh Dynasty,lo-fi chill
3yojdgzMmWK3m7QABkOr7x,Ber,alt z/gen z singer-songwriter
0rNWn0b2f8PiL8VAdDR152,Charlie Oriain,
7H0Xu8hdP0tjpZ6z4dHquW,Sofia Mills,
13iQ9ZfyvF0fJPpT9uVzfi,Fatboibari,aesthetic rap/lo-fi chill/sad lo-fi/sad rap
5r6AkaWwQMMkRBEaaM8AFS,Shiloh,
0MeLMJJcouYXCymQSHPn8g,Sleeping At Last,ambient worship/chamber pop/pop
3FVGHhoCQxw0fmNhRMhmOT,gigi,bedroom pop
7cSbcJTJBBSXDjRNR2qD61,Sista Prod,
1ScHz7wPPxVTEKsc9g3Z0c,Rxseboy,sad lo-fi/sad rap
1bq8rqNnfrojn0OSAfeNXJ,Sarcastic Sounds,lo-fi chill/sad lo-fi
5Hx084y0lkukp4MHLFmj3S,Monty Datta,lo-fi chill/sad lo-fi
2NM1t8dMvgeu9Lfl06574g,Mishaal Tamer,lo-fi chill/sad lo-fi/sad rap
4HAfqyKr4Sqtab6ttHWXgE,MASN,emo rap/lo-fi chill/pop rap/sad lo-fi/sad rap
3IvnJDS7SNCDivxi0xkiSK,8percent,aesthetic rap/lo-fi chill/meme rap/sad lo-fi/sad rap
3SEkDN2vusR7CIyehzfJaj,Hans Williams,
07D1Bjaof0NFlU32KXiqUP,Lucy Dacus,art pop/indie pop/indie rock
0xOeVMOz2fVg5BJY3N6akT,Jaden,pop/rap
5fSVkkuijRIpxuvSqysYiP,Snøw,sad lo-fi/sad rap
6fOKLk8GmQ8xKogCRuuAwD,Teqkoi,lo-fi chill/sad lo-fi
53WWphw1pE9SBpsjRgU9tC,Shrimp,emo rap
5sH4dr4r46Vm0Qu84PAYvk,Ollie MN,indie pop
3P4vW5tzQvmuoNaFQqzy9q,chloe moriondo,alt z/bedroom pop/indie pop
