0.1,1,manhattan,0.001964730535908685,52761
0.1,2,manhattan,-0.4988642332918706,56
0.1,3,manhattan,2,1
0.1,4,manhattan,2,1
0.1,5,manhattan,2,1
0.1,6,manhattan,2,1
0.1,7,manhattan,2,1
0.1,8,manhattan,2,1
0.1,9,manhattan,2,1
0.2,1,manhattan,0.004958372375134841,52667
0.2,2,manhattan,-0.5561660772770388,150
0.2,3,manhattan,2,1
0.2,4,manhattan,2,1
0.2,5,manhattan,2,1
0.2,6,manhattan,2,1
0.2,7,manhattan,2,1
0.2,8,manhattan,2,1
0.2,9,manhattan,2,1
0.3,1,manhattan,0.007161815683648976,52586
0.3,2,manhattan,-0.5755378722257737,230
0.3,3,manhattan,-0.026992411831739564,2
0.3,4,manhattan,2,1
0.3,5,manhattan,2,1
0.3,6,manhattan,2,1
0.3,7,manhattan,2,1
0.3,8,manhattan,2,1
0.3,9,manhattan,2,1
0.4,1,manhattan,0.008458096921968892,52531
0.4,2,manhattan,-0.5817099726362793,285
0.4,3,manhattan,-0.026992411831739564,2
0.4,4,manhattan,2,1
0.4,5,manhattan,2,1
0.4,6,manhattan,2,1
0.4,7,manhattan,2,1
0.4,8,manhattan,2,1
0.4,9,manhattan,2,1
0.5,1,manhattan,0.01001620678247623,52456
0.5,2,manhattan,-0.5919019573219207,360
0.5,3,manhattan,-0.026992411831739564,2
0.5,4,manhattan,2,1
0.5,5,manhattan,2,1
0.5,6,manhattan,2,1
0.5,7,manhattan,2,1
0.5,8,manhattan,2,1
0.5,9,manhattan,2,1
0.6,1,manhattan,0.01113676416767925,52384
0.6,2,manhattan,-0.5976943165781426,431
0.6,3,manhattan,-0.11788446057109378,3
0.6,4,manhattan,2,1
0.6,5,manhattan,2,1
0.6,6,manhattan,2,1
0.6,7,manhattan,2,1
0.6,8,manhattan,2,1
0.6,9,manhattan,2,1
0.7,1,manhattan,0.011990300466248695,52307
0.7,2,manhattan,-0.6024020102394069,503
0.7,3,manhattan,-0.304498187982728,8
0.7,4,manhattan,2,1
0.7,5,manhattan,2,1
0.7,6,manhattan,2,1
0.7,7,manhattan,2,1
0.7,8,manhattan,2,1
0.7,9,manhattan,2,1
0.8,1,manhattan,0.013103729441404977,52215
0.8,2,manhattan,-0.6057180713292946,583
0.8,3,manhattan,-0.3940674499991694,19
0.8,4,manhattan,2,1
0.8,5,manhattan,2,1
0.8,6,manhattan,2,1
0.8,7,manhattan,2,1
0.8,8,manhattan,2,1
0.8,9,manhattan,2,1
0.9,1,manhattan,0.014446541550097931,52075
0.9,2,manhattan,-0.6084248326467157,701
0.9,3,manhattan,-0.41181709882965006,28
0.9,4,manhattan,0.1415759096444728,6
0.9,5,manhattan,2,1
0.9,6,manhattan,2,1
0.9,7,manhattan,2,1
0.9,8,manhattan,2,1
0.9,9,manhattan,2,1
0.1,1,euclidean,0.002341045487800202,52750
0.1,2,euclidean,-0.5109036322773449,67
0.1,3,euclidean,2,1
0.1,4,euclidean,2,1
0.1,5,euclidean,2,1
0.1,6,euclidean,2,1
0.1,7,euclidean,2,1
0.1,8,euclidean,2,1
0.1,9,euclidean,2,1
0.2,1,euclidean,0.0060619455225142,52630
0.2,2,euclidean,-0.5637575191372982,187
0.2,3,euclidean,2,1
0.2,4,euclidean,2,1
0.2,5,euclidean,2,1
0.2,6,euclidean,2,1
0.2,7,euclidean,2,1
0.2,8,euclidean,2,1
0.2,9,euclidean,2,1
0.3,1,euclidean,0.009299400716266606,52492
0.3,2,euclidean,-0.5863998487147004,323
0.3,3,euclidean,-0.11788446057109378,3
0.3,4,euclidean,2,1
0.3,5,euclidean,2,1
0.3,6,euclidean,2,1
0.3,7,euclidean,2,1
0.3,8,euclidean,2,1
0.3,9,euclidean,2,1
0.4,1,euclidean,0.013203387047247729,52206
0.4,2,euclidean,-0.6037459666876253,560
0.4,3,euclidean,-0.37649835998349174,29
0.4,4,euclidean,0.12916032221043416,7
0.4,5,euclidean,0.20346548784868268,3
0.4,6,euclidean,2,1
0.4,7,euclidean,2,1
0.4,8,euclidean,2,1
0.4,9,euclidean,2,1
0.5,1,euclidean,0.020084190621921807,51170
0.5,2,euclidean,-0.6004479499436807,1239
0.5,3,euclidean,-0.5168954240114488,166
0.5,4,euclidean,-0.4262201025047604,47
0.5,5,euclidean,-0.2800548559941462,16
0.5,6,euclidean,0.12329695059419853,10
0.5,7,euclidean,0.14273690022751287,5
0.5,8,euclidean,0.14174595076721386,4
0.5,9,euclidean,0.18134164328486807,2
0.6,1,euclidean,0.022289940401210497,48218
0.6,2,euclidean,-0.5524869162107049,2474
0.6,3,euclidean,-0.5587980466496282,580
0.6,4,euclidean,-0.5248648607588422,205
0.6,5,euclidean,-0.47172129771168747,87
0.6,6,euclidean,-0.43072817427603005,46
0.6,7,euclidean,-0.3096989075439839,20
0.6,8,euclidean,-0.29165234027612885,16
0.6,9,euclidean,0.07252512325215286,7
0.7,1,euclidean,-0.02738212992628761,42277
0.7,2,euclidean,-0.5054563637850638,3221
0.7,3,euclidean,-0.5439916869470215,965
0.7,4,euclidean,-0.5354686130754726,387
0.7,5,euclidean,-0.515979894776916,200
0.7,6,euclidean,-0.5019422449950982,125
0.7,7,euclidean,-0.48281019825044375,85
0.7,8,euclidean,-0.4664116120000492,66
0.7,9,euclidean,-0.44317198057464735,43
0.8,1,euclidean,-0.1385202133713114,33906
0.8,2,euclidean,-0.49264433475724184,3058
0.8,3,euclidean,-0.5263811011537373,920
0.8,4,euclidean,-0.5242402552357106,423
0.8,5,euclidean,-0.5095577449026637,250
0.8,6,euclidean,-0.4908681885385801,147
0.8,7,euclidean,-0.47639020296931434,109
0.8,8,euclidean,-0.4667592626179069,99
0.8,9,euclidean,-0.44925212328792447,62
0.9,1,euclidean,-0.2664311871943567,25707
0.9,2,euclidean,-0.5053462237808289,2510
0.9,3,euclidean,-0.5187792408930829,750
0.9,4,euclidean,-0.47454807815364114,326
0.9,5,euclidean,-0.4534866247795986,204
0.9,6,euclidean,-0.4458174578173201,150
0.9,7,euclidean,-0.41886239985342605,92
0.9,8,euclidean,-0.41485028068295265,70
0.9,9,euclidean,-0.4001747694923235,65
0.1,1,cosine,-0.5425835577416028,1387
0.1,2,cosine,-0.4354802195919732,148
0.1,3,cosine,-0.32072462974138455,43
0.1,4,cosine,-0.2475743271653818,20
0.1,5,cosine,-0.24288130671734895,16
0.1,6,cosine,-0.18666665388555662,7
0.1,7,cosine,-0.16526061142469683,7
0.1,8,cosine,-0.15076273547249175,7
0.1,9,cosine,-0.03972979452519108,3
0.2,1,cosine,-0.016752394851375432,4
0.2,2,cosine,0.12282222152018525,2
0.2,3,cosine,0.12282222152018525,2
0.2,4,cosine,0.12282222152018525,2
0.2,5,cosine,0.11478628655669385,2
0.2,6,cosine,0.10396592823002669,2
0.2,7,cosine,0.10396592823002669,2
0.2,8,cosine,0.10396592823002669,2
0.2,9,cosine,0.10396592823002669,2
0.3,1,cosine,2,1
0.3,2,cosine,2,1
0.3,3,cosine,2,1
0.3,4,cosine,2,1
0.3,5,cosine,2,1
0.3,6,cosine,2,1
0.3,7,cosine,2,1
0.3,8,cosine,2,1
0.3,9,cosine,2,1
0.4,1,cosine,2,1
0.4,2,cosine,2,1
0.4,3,cosine,2,1
0.4,4,cosine,2,1
0.4,5,cosine,2,1
0.4,6,cosine,2,1
0.4,7,cosine,2,1
0.4,8,cosine,2,1
0.4,9,cosine,2,1
0.5,1,cosine,2,1
0.5,2,cosine,2,1
0.5,3,cosine,2,1
0.5,4,cosine,2,1
0.5,5,cosine,2,1
0.5,6,cosine,2,1
0.5,7,cosine,2,1
0.5,8,cosine,2,1
0.5,9,cosine,2,1
0.6,1,cosine,2,1
0.6,2,cosine,2,1
0.6,3,cosine,2,1
0.6,4,cosine,2,1
0.6,5,cosine,2,1
0.6,6,cosine,2,1
0.6,7,cosine,2,1
0.6,8,cosine,2,1
0.6,9,cosine,2,1
0.7,1,cosine,2,1
0.7,2,cosine,2,1
0.7,3,cosine,2,1
0.7,4,cosine,2,1
0.7,5,cosine,2,1
0.7,6,cosine,2,1
0.7,7,cosine,2,1
0.7,8,cosine,2,1
0.7,9,cosine,2,1
0.8,1,cosine,2,1
0.8,2,cosine,2,1
0.8,3,cosine,2,1
0.8,4,cosine,2,1
0.8,5,cosine,2,1
0.8,6,cosine,2,1
0.8,7,cosine,2,1
0.8,8,cosine,2,1
0.8,9,cosine,2,1
0.9,1,cosine,2,1
0.9,2,cosine,2,1
0.9,3,cosine,2,1
0.9,4,cosine,2,1
0.9,5,cosine,2,1
0.9,6,cosine,2,1
0.9,7,cosine,2,1
0.9,8,cosine,2,1
0.9,9,cosine,2,1
0.1,1,l2,0.002341045487800202,52750
0.1,2,l2,-0.5109036322773449,67
0.1,3,l2,2,1
0.1,4,l2,2,1
0.1,5,l2,2,1
0.1,6,l2,2,1
0.1,7,l2,2,1
0.1,8,l2,2,1
0.1,9,l2,2,1
0.2,1,l2,0.006061945522514202,52630
0.2,2,l2,-0.5637575191372982,187
0.2,3,l2,2,1
0.2,4,l2,2,1
0.2,5,l2,2,1
0.2,6,l2,2,1
0.2,7,l2,2,1
0.2,8,l2,2,1
0.2,9,l2,2,1
0.3,1,l2,0.009299400716266606,52492
0.3,2,l2,-0.5863998487147004,323
0.3,3,l2,-0.11788446057109378,3
0.3,4,l2,2,1
0.3,5,l2,2,1
0.3,6,l2,2,1
0.3,7,l2,2,1
0.3,8,l2,2,1
0.3,9,l2,2,1
0.4,1,l2,0.013203387047247729,52206
0.4,2,l2,-0.6037459666876253,560
0.4,3,l2,-0.37649835998349174,29
0.4,4,l2,0.12916032221043416,7
0.4,5,l2,0.20346548784868268,3
0.4,6,l2,2,1
0.4,7,l2,2,1
0.4,8,l2,2,1
0.4,9,l2,2,1
0.5,1,l2,0.02008419062192181,51170
0.5,2,l2,-0.6004479499436807,1239
0.5,3,l2,-0.5168954240114488,166
0.5,4,l2,-0.4262201025047604,47
0.5,5,l2,-0.2800548559941462,16
0.5,6,l2,0.12329695059419853,10
0.5,7,l2,0.1427369002275129,5
0.5,8,l2,0.14174595076721386,4
0.5,9,l2,0.18134164328486807,2
0.6,1,l2,0.022289940401210497,48218
0.6,2,l2,-0.5524869162107049,2474
0.6,3,l2,-0.5587980466496282,580
0.6,4,l2,-0.5248648607588422,205
0.6,5,l2,-0.47172129771168747,87
0.6,6,l2,-0.43072817427603005,46
0.6,7,l2,-0.3096989075439839,20
0.6,8,l2,-0.29165234027612885,16
0.6,9,l2,0.07252512325215286,7
0.7,1,l2,-0.02738212992628761,42277
0.7,2,l2,-0.5054563637850638,3221
0.7,3,l2,-0.5439916869470215,965
0.7,4,l2,-0.5354686130754726,387
0.7,5,l2,-0.515979894776916,200
0.7,6,l2,-0.5019422449950982,125
0.7,7,l2,-0.48281019825044375,85
0.7,8,l2,-0.4664116120000492,66
