2,0.2489060247222602,0.930699089609877,0.9551522162046657
3,0.14490219987175462,0.8325508920260933,0.905811768392088
4,0.14642280440561709,0.7858785852031004,0.888270584227365
5,0.12777298295979717,0.7783007265287499,0.8817849439782321
6,0.1269377016036627,0.7378153362630498,0.8643499414740905
7,0.12692127278768248,0.7145945689424844,0.8530262208351272
8,0.12989364434694892,0.7238739715311634,0.8557047311443651
9,0.1238773280577587,0.7049396586462879,0.8477857576314707
10,0.12046286097101262,0.6760828211053503,0.8338730302550166
20,0.10910019876249115,0.6258949027780087,0.8119041308077726
30,0.09970988137788195,0.595542033542103,0.7998965777744931
40,0.09949646835747386,0.5769929046406362,0.7922936145023837
50,0.10245373432200996,0.5720046842552614,0.7906097025394359
60,0.1035889390726035,0.5692315102330021,0.7898571206846305
70,0.10067747616329739,0.5571382259468581,0.7838742455127848
80,0.10074731604807834,0.5480832534190299,0.7793958427383375
90,0.10041260297129272,0.5491297532178016,0.7803466918163963
100,0.09841922693221868,0.5428281315353573,0.776987862885819
150,0.09766913098844755,0.5342951831800888,0.7741526063324994
200,0.0972861242780331,0.5229483611143166,0.7708583103779341
250,0.09721841244956542,0.5189887483143283,0.7681330501112872
300,0.09595844906303636,0.5158926354573518,0.7665442580505109
350,0.09566922797627356,0.515736011554266,0.7672677771063424
400,0.09652859401934004,0.5137974911688415,0.7655709776202112
450,0.09596119852011027,0.5088849838163583,0.7634158909257369
500,0.09581069521340178,0.5090132687196962,0.7640787538069107
550,0.09546717879829429,0.5077457772998163,0.7625473305966826
600,0.09543081782101033,0.5074364308264543,0.7629786561578811
650,0.09509799872612462,0.5063083834268353,0.7621504539851742
700,0.09473339008775569,0.5024010650111359,0.760482073978132
750,0.09587201029485744,0.5059874489450443,0.7639078224008456
800,0.09493062758724159,0.5037312346712032,0.7615464233177939
850,0.09505020778376116,0.5044581944195602,0.7625967484730922
900,0.0955544319344126,0.5027553575246267,0.7614042646420774
950,0.09627260999392047,0.5035718119123821,0.7609723358582577
1000,0.09528100150291557,0.5025589165740383,0.7612890007217421
1500,0.09604107164203413,0.4988433401577249,0.7603460020849984
2000,0.09650091946390192,0.4956658312649403,0.7580047363800679
2500,0.09846873893047126,0.4966414019538879,0.7580178902477681
3000,0.09981827049005332,0.49250869870137626,0.7563894688578479
3500,0.10021942586158034,0.49527435961649097,0.7579586170318431
4000,0.10158383666692138,0.49283733898941895,0.7560614417005902
4500,0.1013391995125498,0.4907429163499186,0.7545531699493777
5000,0.10283657708580542,0.49382979041032704,0.7564475921203289
5500,0.10371251663442747,0.49147918081658504,0.7542916650718482
6000,0.10462812526540281,0.4909621011253277,0.7551487905393477
6500,0.10446327680085753,0.4919748717843996,0.756488031341956
7000,0.10552493300510084,0.49041443961616393,0.7561145846173036
7500,0.1049562834544168,0.48992334847952995,0.7557325542453781
8000,0.10513596449816885,0.48978609806657575,0.7556324775078394
8500,0.10607765733346744,0.48884615305870394,0.7550836365179036
9000,0.10569162133374879,0.4872248781003886,0.756202621737685
9500,0.10665729009158088,0.4886175184897691,0.7564087068036626
10000,0.10682842988646155,0.4886415675582919,0.7560791026462872
